5000000, 17260.0, 1
5000000, 17271.0, 1
5000000, 8530.0, 2
5000000, 9257.0, 2
5000000, 9301.0, 2
5000000, 8489.0, 2
5000000, 8530.0, 2
5000000, 8548.0, 2
5000000, 3745.0, 5
5000000, 3803.0, 5
5000000, 3755.0, 5
5000000, 3765.0, 5
5000000, 3773.0, 5
5000000, 3752.0, 5
5000000, 3771.0, 5
5000000, 3745.0, 5
5000000, 3759.0, 5
5000000, 1918.0, 10
5000000, 1926.0, 10
5000000, 1933.0, 10
5000000, 1922.0, 10
5000000, 1936.0, 10
5000000, 1928.0, 10
5000000, 1961.0, 10
5000000, 1916.0, 10
5000000, 1928.0, 10
5000000, 1326.0, 20
5000000, 1353.0, 20
5000000, 1326.0, 20
5000000, 1347.0, 20
5000000, 1331.0, 20
5000000, 1323.0, 20
5000000, 1333.0, 20
5000000, 1335.0, 20
5000000, 1351.0, 20
5000000, 1341.0, 20
5000000, 1337.0, 20
5000000, 1319.0, 20
5000000, 754.0, 50
5000000, 754.0, 50
5000000, 746.0, 50
5000000, 746.0, 50
5000000, 760.0, 50
5000000, 773.0, 50
5000000, 750.0, 50
5000000, 790.0, 50
5000000, 755.0, 50
5000000, 621.0, 100
5000000, 615.0, 100
5000000, 620.0, 100
5000000, 627.0, 100
5000000, 627.0, 100
5000000, 610.0, 100
5000000, 620.0, 100
5000000, 619.0, 100
5000000, 624.0, 100
5000000, 627.0, 100
5000000, 625.0, 100
5000000, 605.0, 100
5000000, 616.0, 100
5000000, 618.0, 100
5000000, 630.0, 100
5000000, 615.0, 100
