50, 1.0, 0.05, 0.25, 0.004
50, 1.0, 0.05, 0.25, 0.0712
50, 1.0, 0.05, 0.25, -0.02
50, 1.0, 0.05, 0.25, -0.0016
50, 1.0, 0.05, 0.25, -0.0072
50, 1.0, 0.05, 0.25, 0.0472
50, 1.0, 0.05, 0.25, -0.0192
50, 1.0, 0.05, 0.25, 0.016
50, 1.0, 0.05, 0.25, 0.0128
50, 1.0, 0.05, 0.25, 0.0576
50, 1.0, 0.05, 0.25, 0.0048
50, 1.0, 0.05, 0.25, 0.0056
50, 1.0, 0.05, 0.25, 0.028
50, 1.0, 0.05, 0.25, -0.0136
50, 1.0, 0.05, 0.25, 0.0272
50, 1.0, 0.05, 0.25, 0.0208
50, 1.0, 0.05, 0.25, 0.0248
50, 1.0, 0.05, 0.25, 0.0312
50, 1.0, 0.05, 0.25, -0.0032
50, 1.0, 0.05, 0.25, 0.0504
50, 1.0, 0.05, 0.25, 0.02
50, 1.0, 0.05, 0.25, -0.008
50, 1.0, 0.05, 0.25, 0.0024
50, 1.0, 0.05, 0.25, 0.0024
50, 1.0, 0.05, 0.25, -0.0216
50, 1.0, 0.05, 0.25, -0.0128
50, 1.0, 0.05, 0.25, 0.0384
50, 1.0, 0.05, 0.25, -0.0032
50, 1.0, 0.05, 0.25, 0.0216
50, 1.0, 0.05, 0.25, -0.024
50, 1.0, 0.05, 0.25, -0.0344
50, 1.0, 0.05, 0.25, -0.0056
50, 1.0, 0.05, 0.25, -0.012
50, 1.0, 0.05, 0.25, 0.0248
50, 1.0, 0.05, 0.25, 0.004
50, 1.0, 0.05, 0.25, 0.0128
50, 1.0, 0.05, 0.25, 0.0256
50, 1.0, 0.05, 0.25, 0.0144
50, 1.0, 0.05, 0.25, -0.0088
50, 1.0, 0.05, 0.25, 0.004
50, 1.0, 0.05, 0.25, -0.0168
50, 1.0, 0.05, 0.25, -0.004
50, 1.0, 0.05, 0.25, 0.0144
50, 1.0, 0.05, 0.25, -0.0016
50, 1.0, 0.05, 0.25, 0.0056
50, 1.0, 0.05, 0.25, -0.0216
50, 1.0, 0.05, 0.25, 0.0088
50, 1.0, 0.05, 0.25, 0.0296
50, 1.0, 0.05, 0.25, -0.0224
50, 1.0, 0.05, 0.25, 0.0
50, 1.0, 0.05, 0.25, 0.0032
50, 1.0, 0.05, 0.25, 0.0128
50, 1.0, 0.05, 0.25, 0.024
50, 1.0, 0.05, 0.25, 0.0288
50, 1.0, 0.05, 0.25, -0.0352
50, 1.0, 0.05, 0.25, -0.0056
50, 1.0, 0.05, 0.25, -0.0152
50, 1.0, 0.05, 0.25, 0.0112
50, 1.0, 0.05, 0.25, -0.0176
50, 1.0, 0.05, 0.25, 0.0072
50, 1.0, 0.05, 0.25, -0.0112
50, 1.0, 0.05, 0.25, -0.0096
50, 1.0, 0.05, 0.25, 0.0256
50, 1.0, 0.05, 0.25, -0.0336
50, 1.0, 0.05, 0.25, 0.0536
50, 1.0, 0.05, 0.25, -0.0224
50, 1.0, 0.05, 0.25, 0.0216
50, 1.0, 0.05, 0.25, 0.0368
50, 1.0, 0.05, 0.25, 0.0712
50, 1.0, 0.05, 0.25, 0.0496
50, 1.0, 0.05, 0.25, -0.044
50, 1.0, 0.05, 0.25, 0.0056
